"","occurrence","incidents","assault_count","robbery_count","precip","mean_temp","cool_deg_days","heat_deg_days","max_temp","min_temp","morn_inc","aft_inc","eve_inc","nuit_inc","incients"
"520",2015-06-04,50,39,11,0,16.504,0,74.8,21.232,11.692,6,8,12,24,50
"521",2015-06-05,51,43,8,18.556862745098,18.2882352941176,0.784313725490196,25.3,23.8529411764706,12.7019607843137,7,6,15,23,51
"522",2015-06-06,66,56,10,0,13.5954545454545,0,290.7,16.5318181818182,10.6363636363636,15,3,30,18,66
"523",2015-06-07,58,48,10,3.60344827586207,14.4586206896552,0,205.4,18.9120689655172,9.98620689655172,12,12,15,19,58
"524",2015-06-08,68,61,7,31.3411764705882,19.3823529411765,1.50588235294118,8.4,22.6058823529412,16.1529411764706,11,9,17,31,68
"525",2015-06-09,71,56,15,0.552112676056338,18.9366197183099,0.957746478873239,1.5,22.8859154929577,14.8661971830986,14,9,25,23,71
"526",2015-06-10,77,67,10,21.1090909090909,19.5649350649351,1.72077922077922,12,26.2467532467532,12.7831168831169,21,17,20,19,77
"527",2015-06-11,61,52,9,0,18.355737704918,0.467213114754098,6.8,23.4967213114754,13.2147540983607,14,8,17,22,61
"528",2015-06-12,67,55,12,5.70298507462687,16.7462686567164,0,84,18.6358208955224,14.7567164179104,15,7,17,28,67
"529",2015-06-13,63,57,6,0,18.7809523809524,0.780952380952381,0,22.2650793650794,15.1968253968254,29,9,10,15,63
"530",2015-06-14,73,61,12,3.07123287671233,17.158904109589,0,61.4,18.8643835616438,15.3534246575342,30,8,19,16,73
"531",2015-06-15,41,36,5,0,20.0365853658537,2.07560975609756,1.6,24.4292682926829,15.6439024390244,7,8,14,12,41
"532",2015-06-16,41,35,6,22.3048780487805,22.1365853658537,4.13658536585366,0,27.2219512195122,17.0292682926829,5,4,19,13,41
"533",2015-06-17,50,44,6,0,18.172,0.252,4,20.628,15.7,10,8,15,17,50
"534",2015-06-18,63,57,6,0,20.4952380952381,2.4952380952381,0,26.4952380952381,14.3952380952381,8,15,23,17,63
"535",2015-06-19,60,45,15,0,17.44,0,33.6,19.785,15.08,19,3,10,28,60
"536",2015-06-20,69,59,10,0,17.236231884058,0,52.7,21.431884057971,13.0405797101449,24,11,14,20,69
"537",2015-06-21,66,53,13,0,22.5515151515152,4.55151515151515,0,28.4939393939394,16.5090909090909,30,6,12,18,66
"538",2015-06-22,55,47,8,20.4727272727273,21.6545454545455,3.65454545454545,0,26.1090909090909,17.1,4,10,18,23,55
"539",2015-06-23,60,54,6,1.40666666666667,21.5866666666667,3.58666666666667,0,26.6733333333333,16.5,15,11,19,15,60
"540",2015-06-24,51,50,1,0,19.2705882352941,1.27058823529412,0,24.3196078431373,14.221568627451,12,9,17,13,51
"541",2015-06-25,56,45,11,0,19.9625,1.9625,0,22.75,17.175,12,7,23,14,56
"542",2015-06-26,63,47,16,0,19.1142857142857,1.11428571428571,0,22.5428571428571,15.6857142857143,13,10,20,20,63
"543",2015-06-27,79,72,7,33.6632911392405,16.2569620253165,0,137.7,19.6949367088608,12.8189873417722,26,14,18,21,79
"544",2015-06-28,54,48,6,15.3518518518519,13.9518518518519,0,218.6,15.5518518518519,12.2518518518519,18,5,14,17,54
"545",2015-06-29,53,49,4,0,19.2603773584906,1.26037735849057,0,24.1433962264151,14.277358490566,12,8,14,19,53
"546",2015-06-30,67,48,19,0,17.3388059701493,0,44.3,19.2059701492537,15.3850746268657,9,15,14,29,67
"547",2015-07-01,99,79,20,0,19.4040404040404,1.4040404040404,0,24.0808080808081,14.6272727272727,11,17,21,26,75
"548",2015-07-02,60,49,11,0,17.57,0,25.8,20.97,14.07,9,7,13,31,60
"549",2015-07-03,60,48,12,0,17.075,0,55.5,22.625,11.5,7,6,22,25,60
"550",2015-07-04,55,47,8,0,18.58,0.623636363636364,2.4,23.8145454545455,13.2454545454545,15,4,16,20,55
"551",2015-07-05,64,61,3,0,20.9421875,2.9421875,0,26.04375,15.8171875,26,8,13,17,64
"552",2015-07-06,59,51,8,0,21.8101694915254,3.81016949152542,0,25.9576271186441,17.5627118644068,16,9,14,20,59
"553",2015-07-07,66,56,10,10.3212121212121,22.3181818181818,4.31818181818182,0,27.7121212121212,16.9242424242424,9,12,20,25,66
"554",2015-07-08,54,47,7,0,17.8851851851852,0,6.2,21.0555555555556,14.7148148148148,9,8,18,19,54
"555",2015-07-09,53,44,9,0,18.9867924528302,1.01698113207547,1.6,22.311320754717,15.6547169811321,12,8,12,21,53
"556",2015-07-10,53,45,8,0,19.5679245283019,1.56792452830189,0,25.4037735849057,13.7320754716981,12,9,14,18,53
"557",2015-07-11,61,52,9,0,22.2918032786885,4.29180327868852,0,27.8016393442623,16.7639344262295,23,2,20,16,61
"558",2015-07-12,76,61,15,0,23.521052631579,5.52105263157895,0,27.9894736842105,18.9605263157895,24,10,19,23,76
"559",2015-07-13,50,42,8,0,23.336,5.336,0,27.484,19.188,12,5,13,20,50
"560",2015-07-14,62,53,9,1.1758064516129,20.6854838709677,2.68548387096774,0,25.1548387096774,16.1161290322581,17,11,13,21,62
"561",2015-07-15,53,41,12,0.173584905660377,17.2811320754717,0,38.1,21.7830188679245,12.6792452830189,7,10,17,19,53
"562",2015-07-16,51,40,11,0,18.6607843137255,0.66078431372549,0,22.4529411764706,14.8686274509804,13,4,23,11,51
"563",2015-07-17,73,64,9,5.54794520547945,18.8671232876712,0.867123287671233,0,20.6178082191781,17.1164383561644,16,8,20,29,73
"564",2015-07-18,85,75,10,0.0352941176470588,24.1705882352941,6.17058823529412,0,28.9588235294118,19.2823529411765,32,9,12,32,85
"565",2015-07-19,89,81,8,0.107865168539326,25.2112359550562,7.21123595505618,0,30.0168539325843,20.3191011235955,11,12,17,24,64
"566",2015-07-20,64,56,8,0,23.1171875,5.1171875,0,28.00625,18.128125,17,8,21,18,64
"567",2015-07-21,67,54,13,0,22.810447761194,4.81044776119403,0,26.6791044776119,18.8417910447761,14,6,18,29,67
"568",2015-07-22,36,26,10,0,20.4666666666667,2.46666666666667,0,25.7055555555556,15.2277777777778,8,6,6,16,36
"569",2015-07-23,36,31,5,0,20.4666666666667,2.46666666666667,0,26.625,14.2277777777778,5,9,11,11,36
"570",2015-07-24,86,80,6,0,21.3058139534884,3.30581395348837,0,27.8593023255814,14.7418604651163,18,10,25,33,86
"571",2015-07-25,72,62,10,0,24.3486111111111,6.34861111111111,0,28.4944444444444,20.2027777777778,21,6,17,28,72
"572",2015-07-26,63,55,8,0,24.0507936507937,6.05079365079365,0,29.2190476190476,18.8666666666667,22,7,11,23,63
"573",2015-07-27,58,50,8,0,25.5724137931035,7.57241379310345,0,31.1724137931034,19.9724137931034,11,14,13,20,58
"574",2015-07-28,49,37,12,0,25.8979591836735,7.89795918367347,0,31.4183673469388,20.3775510204082,11,7,18,13,49
"575",2015-07-29,55,48,7,0,26.8709090909091,8.87090909090909,0,31.8727272727273,21.7690909090909,10,5,13,27,55
"576",2015-07-30,41,36,5,0,25.609756097561,7.60975609756098,0,30.6536585365854,20.5658536585366,5,6,19,11,41
"577",2015-07-31,65,57,8,0.107692307692308,23.9107692307692,5.91076923076923,0,30.4261538461538,17.2953846153846,12,14,16,23,65
"578",2015-08-01,84,76,8,0,22.5166666666667,4.51666666666667,0,27.45,17.4916666666667,30,10,21,23,84
"579",2015-08-02,74,57,17,3.30810810810811,21.6513513513514,3.65135135135135,0,27.1027027027027,16.1243243243243,23,6,20,25,74
"580",2015-08-03,57,44,13,1.35964912280702,21.0333333333333,3.03333333333333,0,27.0614035087719,14.9052631578947,12,3,10,32,57
"581",2015-08-04,63,43,20,3.15238095238095,20.9666666666667,2.98571428571429,1.2,25.6714285714286,16.1619047619048,9,9,13,21,52
"582",2015-08-05,54,45,9,0,19.3074074074074,1.30740740740741,0,23.7851851851852,14.8296296296296,14,5,17,18,54
"583",2015-08-06,59,48,11,0,18.5033898305085,0.705084745762712,11.9,23.3983050847458,13.5084745762712,8,10,19,22,59
"584",2015-08-07,60,42,18,0,20.0166666666667,2.08333333333333,4,23.6833333333333,16.2666666666667,14,6,12,28,60
"585",2015-08-08,67,61,6,0,20.0328358208955,2.03283582089552,0,22.9731343283582,17.0925373134328,19,10,21,17,67
"586",2015-08-09,60,53,7,0,19.6,1.6,0,24.1,15.08,25,4,16,15,60
"587",2015-08-10,43,39,4,13.9325581395349,19.7255813953488,1.72558139534884,0,22.8209302325581,16.6255813953488,13,11,8,11,43
"588",2015-08-11,46,41,5,0.956521739130435,22.1173913043478,4.11739130434783,0,26.2130434782609,17.9260869565217,7,8,18,13,46
"589",2015-08-12,50,37,13,0,19.684,1.684,0,23.56,15.708,6,10,14,20,50
"590",2015-08-13,43,36,7,0,19.2,1.2,0,25.0837209302326,13.3162790697674,5,4,13,21,43
"591",2015-08-14,59,46,13,3.58813559322034,22.0796610169492,4.07966101694915,0,24.4254237288136,19.7118644067797,16,5,16,22,59
"592",2015-08-15,76,66,10,0,23.6842105263158,5.68421052631579,0,27.6855263157895,19.6828947368421,19,5,23,29,76
"593",2015-08-16,81,73,8,0,24.7234567901235,6.72345679012346,0,29.8962962962963,19.5506172839506,27,7,23,24,81
"594",2015-08-17,64,51,13,0,25.9875,7.9875,0,31.178125,20.696875,14,9,15,26,64
"595",2015-08-18,42,33,9,0.466666666666667,23.547619047619,5.54761904761905,0,26.2904761904762,20.8047619047619,14,7,9,12,42
"596",2015-08-19,62,48,14,2.74838709677419,25.2290322580645,7.22903225806452,0,29.0032258064516,21.3612903225806,10,11,9,32,62
"597",2015-08-20,46,39,7,5.4695652173913,22.3304347826087,4.3304347826087,0,25.7260869565217,18.9347826086957,6,10,10,20,46
"598",2015-08-21,55,43,12,0,19.2,1.2,0,23.0363636363636,15.2818181818182,16,6,5,28,55
"599",2015-08-22,77,61,16,0,18.7818181818182,0.781818181818182,0,23.5974025974026,13.9493506493506,27,4,30,16,77
"600",2015-08-23,66,54,12,0,20.0181818181818,2.01818181818182,0,24.0590909090909,15.9,31,9,15,11,66
"601",2015-08-24,46,40,6,1.06521739130435,20.3,2.3,0,23.7739130434783,16.8260869565217,7,7,11,21,46
"602",2015-08-25,41,35,6,0,18.1365853658537,0.136585365853659,0,20.5731707317073,15.7,9,8,14,10,41
"603",2015-08-26,47,37,10,0,17.9170212765957,0.119148936170213,9.5,20.4170212765957,15.3170212765957,17,8,15,7,47
"604",2015-08-27,63,45,18,0,17.1492063492063,0,53.6,20.0936507936508,14.1111111111111,14,7,21,21,63
"605",2015-08-28,52,44,8,0,17.9692307692308,0.169230769230769,10.4,23.2153846153846,12.6384615384615,10,10,12,20,52
"606",2015-08-29,59,53,6,0,20.264406779661,2.26440677966102,0,24.9237288135593,15.5050847457627,15,10,12,22,59
"607",2015-08-30,65,53,12,0,22.54,4.54,0,25.74,19.24,25,10,15,15,65
"608",2015-08-31,75,69,6,0,24.224,6.224,0,29.496,18.852,17,11,25,22,75
"609",2015-09-01,95,88,7,0,23.4347368421053,5.43473684210526,0,28.1873684210526,18.5821052631579,25,14,34,22,95
"610",2015-09-02,52,43,9,1.21153846153846,25.7846153846154,7.78461538461538,0,31.2846153846154,20.1980769230769,7,10,14,21,52
"611",2015-09-03,58,44,14,0,25.9379310344828,7.93793103448276,0,29.051724137931,22.7241379310345,9,7,27,15,58
"612",2015-09-04,66,58,8,0,24.2,6.2,0,26.7636363636364,21.5454545454545,20,12,21,13,66
"613",2015-09-05,68,61,7,0,24.5985294117647,6.59852941176471,0,29.0779411764706,20.1191176470588,21,5,26,16,68
"614",2015-09-06,65,58,7,0,25.46,7.46,0,29.6769230769231,21.1692307692308,27,7,14,17,65
"615",2015-09-07,50,44,6,0.672,26.848,8.848,0,32.096,21.516,12,5,14,19,50
"616",2015-09-08,63,54,9,6.9968253968254,25.7730158730159,7.77301587301587,0,29.0301587301587,22.5,11,11,20,21,63
"617",2015-09-09,48,40,8,7.2125,21.15625,3.15625,0,25.1,17.2125,7,5,15,21,48
"618",2015-09-10,58,44,14,0,18.948275862069,0.948275862068966,0,23.4275862068966,14.4568965517241,8,8,21,21,58
"619",2015-09-11,63,54,9,4.02222222222222,18.4555555555556,0.455555555555556,0,23.5555555555556,13.2666666666667,9,11,18,25,63
"620",2015-09-12,46,36,10,16.8608695652174,13.9782608695652,0,185,16.3869565217391,11.5565217391304,8,3,20,15,46
"621",2015-09-13,76,70,6,2.70526315789474,13.2473684210526,0,361.2,15.7210526315789,10.6736842105263,24,7,24,21,76
"622",2015-09-14,51,45,6,0,16.6392156862745,0,69.4,23.7039215686275,9.47450980392157,9,11,13,18,51
"623",2015-09-15,63,49,14,0,20.1777777777778,2.17777777777778,0,26.5888888888889,13.6666666666667,9,12,22,20,63
"624",2015-09-16,64,54,10,0,22.025,4.025,0,27.5125,16.45625,8,15,18,23,64
"625",2015-09-17,53,44,9,0,21.8603773584906,3.86037735849057,0,27.0924528301887,16.5509433962264,14,8,9,22,53
"626",2015-09-18,66,43,23,0,21.5636363636364,3.56363636363636,0,26.0272727272727,17.0818181818182,6,7,23,30,66
"627",2015-09-19,70,56,14,5.44285714285714,18.6,0.6,0,24.0457142857143,13.1371428571429,29,9,11,21,70
"628",2015-09-20,88,75,13,0,14.2545454545455,0,329.6,18,10.5090909090909,31,7,31,19,88
"629",2015-09-21,35,31,4,0,16.5057142857143,0,52.3,20.4885714285714,12.4314285714286,7,2,14,12,35
"630",2015-09-22,53,43,10,0,17.1056603773585,0,47.4,22.0603773584906,12.1320754716981,10,15,12,16,53
"631",2015-09-23,70,64,6,0,18.7057142857143,0.797142857142857,6.4,23.7371428571429,13.6742857142857,4,9,25,32,70
"632",2015-09-24,64,51,13,0,19.0875,1.1375,3.2,21.8625,16.2125,13,14,20,17,64
"633",2015-09-25,59,43,16,0,17.5813559322034,0,24.7,20.3677966101695,14.7186440677966,14,6,17,22,59
"634",2015-09-26,66,58,8,0,15.7484848484848,0,148.6,18.9545454545455,12.4424242424242,19,9,14,24,66
"635",2015-09-27,65,51,14,0,18.0923076923077,0.156923076923077,4.2,21.1630769230769,15.0215384615385,25,6,11,23,65
"636",2015-09-28,55,49,6,2.64181818181818,19.7709090909091,1.77090909090909,0,21.4418181818182,18.1,9,12,13,21,55
"637",2015-09-29,51,48,3,9.41176470588235,17.6078431372549,0,20,21.1921568627451,13.9450980392157,10,8,12,21,51
"638",2015-09-30,54,49,5,0,13.9148148148148,0,220.6,18.7703703703704,9.05925925925926,12,5,25,12,54
"639",2015-10-01,84,68,16,0,10.5714285714286,0,624,15.1285714285714,5.92857142857143,17,9,24,17,67
"640",2015-10-02,44,34,10,0,9.19090909090909,0,387.6,12.3818181818182,5.9,11,6,13,14,44
"641",2015-10-03,55,50,5,0.06,10.26,0,425.7,12.58,7.84,11,13,13,18,55
"642",2015-10-04,80,72,8,0,12.4075,0,447.4,14.2,10.5225,11,11,15,19,56
"643",2015-10-05,65,52,13,0,13,0,325,14.7584615384615,11.2415384615385,15,11,23,16,65
"644",2015-10-06,58,47,11,0,14.251724137931,0,217.4,16.9051724137931,11.5931034482759,8,12,18,20,58
"645",2015-10-07,49,44,5,0,15.9510204081633,0,100.4,21.069387755102,10.7428571428571,9,12,11,17,49
"646",2015-10-08,55,48,7,7.14,11.7654545454545,0,342.9,14.1163636363636,9.41454545454546,6,12,17,20,55
"647",2015-10-09,58,51,7,0.591379310344828,12.2775862068966,0,331.9,16.8344827586207,7.62068965517241,13,9,17,19,58
"648",2015-10-10,84,72,12,0,10.7416666666667,0,609.7,14.6297619047619,6.75357142857143,27,10,23,24,84
"649",2015-10-11,75,70,5,0,16.9826666666667,0,76.3,21.984,11.952,27,7,17,24,75
"650",2015-10-12,39,39,0,8.01025641025641,18.6102564102564,0.61025641025641,0,22.2435897435897,14.8769230769231,10,1,11,17,39
"651",2015-10-13,49,33,16,0,14.9142857142857,0,151.2,17.9714285714286,11.8428571428571,7,7,24,11,49
"652",2015-10-14,62,48,14,0,10.1967741935484,0,483.8,13.0677419354839,7.3258064516129,6,13,17,26,62
"653",2015-10-15,39,33,6,2.23589743589744,12.5794871794872,0,211.4,18.1564102564103,6.98205128205128,7,8,16,8,39
"654",2015-10-16,83,76,7,0.23855421686747,8.1289156626506,0,819.3,13.3385542168675,2.81927710843373,14,9,18,19,60
"655",2015-10-17,61,57,4,0,3.89180327868852,0,860.6,7.02295081967213,0.660655737704918,18,10,9,24,61
"656",2015-10-18,49,33,16,0,3.50612244897959,0,710.2,6.81836734693877,0.193877551020408,15,4,17,13,49
"657",2015-10-19,52,42,10,0.565384615384615,7.92307692307692,0,524,15.5961538461538,0.238461538461538,9,8,20,15,52
"658",2015-10-20,56,43,13,0.185714285714286,14.9928571428571,0,168.4,17.6357142857143,12.3071428571429,8,11,16,21,56
"659",2015-10-21,51,42,9,1.8843137254902,11.3745098039216,0,337.9,14.0490196078431,8.6,11,5,21,14,51
"660",2015-10-22,55,47,8,0,11.3254545454545,0,367.1,16.3381818181818,6.22545454545455,9,11,12,23,55
"661",2015-10-23,54,37,17,0,5.43888888888889,0,678.3,8.66111111111111,2.2037037037037,4,7,30,13,54
"662",2015-10-24,51,44,7,11.3058823529412,11.3,0,341.7,14.8529411764706,7.73137254901961,18,8,12,13,51
"663",2015-10-25,61,52,9,0,9.72131147540984,0,505,13.9639344262295,5.37868852459016,21,6,16,18,61
"664",2015-10-26,46,42,4,0,7.8,0,469.2,10.3869565217391,5.2,9,2,22,13,46
"665",2015-10-27,58,52,6,0,8.51551724137931,0,550.1,11.3,5.64655172413793,7,19,17,15,58
"666",2015-10-28,41,36,5,57.6487804878049,12,0,246,14.7560975609756,9.14390243902439,5,6,14,16,41
"667",2015-10-29,58,52,6,0.405172413793103,9.21034482758621,0,509.8,12.7379310344828,5.68275862068965,13,11,14,20,58
"668",2015-10-30,82,62,20,0,6.43536585365854,0,948.3,9.79024390243903,2.98048780487805,19,8,18,19,64
"669",2015-10-31,93,63,30,0.917204301075269,6.84838709677419,0,1037.1,10.9795698924731,2.61720430107527,27,9,16,19,71
"670",2015-11-01,122,107,15,3.5,11.9114754098361,0,742.8,15.7229508196721,8,11,16,28,20,75
"671",2015-11-02,51,42,9,0,10.0588235294118,0,405,14.3941176470588,5.62352941176471,11,7,15,18,51
"672",2015-11-03,41,36,5,0,14.4975609756098,0,143.6,19.8780487804878,9.02195121951219,1,3,14,23,41
"673",2015-11-04,72,56,16,0,12.7972222222222,0,374.6,16.0027777777778,9.59166666666667,6,15,24,27,72
"674",2015-11-05,67,58,9,0,7.51641791044776,0,702.4,10.8701492537313,10.744776119403,4,15,27,21,67
"675",2015-11-06,77,59,18,2.61688311688312,13.0246753246753,0,383.1,17.5909090909091,8.32727272727273,23,12,27,15,77
"676",2015-11-07,63,54,9,0,8.43174603174603,0,602.8,12.347619047619,4.41587301587302,15,9,17,22,63
"677",2015-11-08,66,56,10,0,6.64545454545455,0,749.4,10.4,2.89090909090909,28,8,24,6,66
"678",2015-11-09,88,74,14,0,6.76363636363636,0,988.8,11.1636363636364,2.26363636363636,6,9,27,32,74
"679",2015-11-10,50,43,7,14.508,7.33,0,533.5,9.688,4.872,6,9,20,15,50
"680",2015-11-11,60,52,8,1.825,9.75833333333333,0,494.5,12.0916666666667,7.33333333333333,4,9,18,14,45
"681",2015-11-12,48,37,11,1.40416666666667,9.89791666666667,0,388.9,12.2875,7.50833333333333,8,10,12,18,48
"682",2015-11-13,62,56,6,0,6.31612903225806,0,724.4,10.2838709677419,2.34838709677419,17,9,18,18,62
"683",2015-11-14,64,53,11,0,4.15625,0,886,6.51875,1.69375,22,8,16,18,64
"684",2015-11-15,61,53,8,0,9.86065573770492,0,496.5,15.1213114754098,4.6,21,7,15,18,61
"685",2015-11-16,81,66,15,0,8.34444444444444,0,782.1,11.4444444444444,5.14444444444444,10,18,20,33,81
"686",2015-11-17,60,44,16,0,6.31,0,701.4,9.2,3.33,8,13,20,19,60
"687",2015-11-18,49,37,12,0.946938775510204,11.4265306122449,0,322.1,13.965306122449,8.88775510204082,9,11,16,13,49
"688",2015-11-19,49,41,8,0.5,10.7387755102041,0,355.8,15.9571428571429,5.42040816326531,7,8,16,18,49
"689",2015-11-20,66,55,11,0,7.01212121212121,0,725.2,10.2939393939394,3.34848484848485,7,11,23,25,66
"690",2015-11-21,59,52,7,0.355932203389831,6.9864406779661,0,649.8,10.1440677966102,3.18983050847458,21,6,11,21,59
"691",2015-11-22,58,51,7,0.186206896551724,1.12068965517241,0,979,5.13448275862069,-2.99310344827586,28,7,12,11,58
"692",2015-11-23,45,40,5,0.477777777777778,-0.711111111111111,0,842,2.58888888888889,-4.01111111111111,5,7,18,15,45
"693",2015-11-24,59,48,11,0.466101694915254,3.34745762711864,0,864.5,6.66101694915254,0.0271186440677966,8,15,19,17,59
"694",2015-11-25,44,35,9,0.195454545454545,4.77272727272727,0,582,8.97045454545455,0.477272727272727,6,3,18,17,44
"695",2015-11-26,63,50,13,0,10.3333333333333,0,483,13.4444444444444,7.22222222222222,8,9,21,25,63
"696",2015-11-27,69,45,24,2.02753623188406,7.60724637681159,0,717.1,13.5855072463768,1.62898550724638,25,8,9,27,69
"697",2015-11-28,49,40,9,0,0.675510204081633,0,848.9,2.3,-0.948979591836735,15,5,12,17,49
"698",2015-11-29,58,52,6,0,0.382758620689655,0,1021.8,3.78620689655172,-3.01724137931034,19,5,14,20,58
"699",2015-11-30,40,32,8,0,1.74,0,650.4,3.55,-0.17,7,6,17,10,40
"700",2015-12-01,91,81,10,1.70549450549451,5.68351648351648,0,1120.8,8.93956043956044,2.42747252747253,22,11,29,29,91
"701",2015-12-02,32,26,6,0,5.425,0,402.4,7.9125,2.9375,7,6,11,8,32
"702",2015-12-03,50,39,11,0,5.142,0,642.9,7.07,3.214,8,7,14,21,50
"703",2015-12-04,67,54,13,0,5.58358208955224,0,831.9,6.38358208955224,4.76716417910448,11,11,14,31,67
"704",2015-12-05,54,46,8,0,4.51111111111111,0,728.4,7.23333333333333,1.78888888888889,16,6,6,26,54
"705",2015-12-06,82,69,13,0,2.57926829268293,0,1264.5,4.97560975609756,0.0829268292682927,11,8,22,16,57
"706",2015-12-07,58,49,9,0,3.4551724137931,0,843.6,5.58793103448276,1.32241379310345,7,9,17,25,58
"707",2015-12-08,50,35,15,0,5.488,0,625.6,6.68,4.198,7,15,15,13,50
"708",2015-12-09,66,52,14,0.00909090909090909,8.68181818181818,0,615,11.4939393939394,5.86666666666667,12,5,19,30,66
"709",2015-12-10,50,44,6,0,7.938,0,503.1,10.848,5.01,9,12,19,10,50
"710",2015-12-11,55,45,10,0,9.62,0,460.9,13.6436363636364,5.59636363636364,10,9,15,21,55
"711",2015-12-12,86,72,14,0.362790697674419,6.66046511627907,0,975.2,9.24418604651163,4.06744186046512,28,6,16,19,69
"712",2015-12-13,52,43,9,0.0519230769230769,6.68269230769231,0,588.5,8.14807692307692,5.21730769230769,16,6,9,21,52
"713",2015-12-14,43,36,7,3.43488372093023,10.1209302325581,0,338.8,13.2720930232558,6.88604651162791,6,9,17,11,43
"714",2015-12-15,58,45,13,0,6.63793103448276,0,659,10.6568965517241,2.51896551724138,5,14,22,17,58
"715",2015-12-16,55,47,8,1.1,4.28363636363636,0,754.4,6.75090909090909,1.81636363636364,5,10,19,21,55
"716",2015-12-17,68,60,8,0.188235294117647,6.66470588235294,0,770.8,10.5176470588235,2.80588235294118,6,17,21,24,68
"717",2015-12-18,61,46,15,0,0.949180327868852,0,1040.1,3.47868852459016,-1.59016393442623,16,10,12,23,61
"718",2015-12-19,58,54,4,0,-1.23793103448276,0,1115.8,-0.137931034482759,-2.25862068965517,22,12,12,12,58
"719",2015-12-20,54,45,9,0,2.1,0,858.6,6.17777777777778,-2,14,17,11,12,54
"720",2015-12-21,41,33,8,3.61219512195122,6.76829268292683,0,460.5,8.18048780487805,5.33414634146341,12,5,9,15,41
"721",2015-12-22,58,45,13,1.41551724137931,9.77758620689655,0,476.9,12.9655172413793,6.48965517241379,12,9,18,19,58
"722",2015-12-23,67,53,14,0.164179104477612,5.77313432835821,0,819.2,8.14850746268657,2.82985074626866,24,10,10,23,67
"723",2015-12-24,64,51,13,0,10.3359375,0,490.5,14.225,6.346875,15,12,11,26,64
"724",2015-12-25,59,57,2,0,6.50677966101695,0,678.1,10.1457627118644,2.86101694915254,13,11,14,21,59
"725",2015-12-26,47,42,5,2.05106382978723,3.33191489361702,0,689.4,4.93404255319149,1.6468085106383,18,4,14,11,47
"726",2015-12-27,49,37,12,2.5,1.84897959183673,0,791.4,4.12448979591837,-0.526530612244898,11,3,11,24,49
"727",2015-12-28,63,55,8,12.0111111111111,-2.23809523809524,0,1275,0.942857142857143,-5.34603174603175,24,5,14,20,63
"728",2015-12-29,51,39,12,15.9352941176471,3.03921568627451,0,763,4.94705882352941,1.02941176470588,5,3,18,25,51
"729",2015-12-30,44,30,14,0.0409090909090909,3.21363636363636,0,650.6,4.7,1.62727272727273,9,7,13,15,44
"730",2015-12-31,56,49,7,0,1.2375,0,938.7,1.85,0.6125,13,8,13,22,56
"731",2016-01-01,149,140,9,0.61744966442953,-1.00872483221477,0,2832.3,0.768456375838926,-2.76308724832215,11,9,15,21,56
"732",2016-01-02,51,33,18,0.180392156862745,-0.650980392156863,0,951.2,1.56862745098039,-2.86078431372549,10,7,12,22,51
"733",2016-01-03,54,42,12,0.181481481481481,-3.87222222222222,0,1181.1,2.33703703703704,-10.0722222222222,18,8,15,13,54
"734",2016-01-04,32,27,5,0.46875,-12.034375,0,961.1,-9.878125,-14.1125,3,2,13,14,32
"735",2016-01-05,53,46,7,0.0924528301886793,-3.59433962264151,0,1144.5,0.911320754716981,-13.0924528301887,4,10,19,20,53
"736",2016-01-06,40,34,6,0.255,-0.995,0,759.8,2.49,-4.395,5,7,15,13,40
"737",2016-01-07,53,50,3,1.10943396226415,0.624528301886792,0,920.9,3.60943396226415,-2.44528301886792,6,7,16,24,53
"738",2016-01-08,59,53,6,0.664406779661017,-2.46101694915254,0,1207.2,1.55762711864407,-0.0389830508474576,9,10,23,17,59
"739",2016-01-09,54,46,8,2.8037037037037,5.65740740740741,0,666.5,7.87592592592593,3.35925925925926,19,6,20,9,54
"740",2016-01-10,55,49,6,18.7545454545455,-0.190909090909091,0,1000.5,5.72909090909091,-5.80909090909091,18,9,18,10,55
"741",2016-01-11,50,41,9,0.2,-7.1,0,1255,-5.3,-8.8,4,9,16,21,50
"742",2016-01-12,44,34,10,2.32727272727273,-4.41818181818182,0,986.4,-0.663636363636364,-8.14545454545454,2,11,15,16,44
"743",2016-01-13,36,33,3,0.430555555555556,-7.45833333333333,0,916.5,-6.08611111111111,-8.83055555555556,14,7,9,6,36
"744",2016-01-14,49,47,2,0.195918367346939,-4.19591836734694,0,1087.6,-0.9,-7.39183673469388,8,13,19,9,49
"745",2016-01-15,52,42,10,1.39615384615385,1.85769230769231,0,839.4,5.68076923076923,-1.96538461538462,14,4,20,14,52
"746",2016-01-16,65,54,11,1.12615384615385,0.655384615384615,0,1127.4,3.93692307692308,-2.62615384615385,26,15,14,10,65
"747",2016-01-17,83,69,14,0,-4.38072289156627,0,1857.6,0.33855421686747,-9.09036144578313,27,11,20,25,83
"748",2016-01-18,56,49,7,0.625,-8.38928571428571,0,1477.8,-6.57857142857143,-10.1,6,8,24,18,56
"749",2016-01-19,50,40,10,0.924,-7.968,0,1298.4,-2.616,-13.236,6,12,16,16,50
"750",2016-01-20,58,48,10,0,-4.50689655172414,0,1305.4,-2.7,-6.30689655172414,15,11,20,12,58
"751",2016-01-21,44,33,11,0.0863636363636364,-4.31363636363636,0,981.8,-2.07272727272727,-6.54090909090909,5,7,16,16,44
"752",2016-01-22,46,39,7,0.645652173913044,-4.27173913043478,0,1024.5,-1.82826086956522,-6.68695652173913,6,6,11,23,46
